CaseID,Prefix length,Groud truth,Predicted,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
1751,2,§,§,1.0,1.0,1.0,82485,26259.045500614186,,56225.954499385814
1780,2,ª§,§,0.5,0.5,0.5,3007494,36310.083918167256,,2971183.9160818327
1787,2,ªª§§,§,0.25,0.25,0.5,1488546,35893.837068012806,,1452652.1629319871
1791,2,§,§,1.0,1.0,1.0,1220132,32123.041060924024,,1188008.9589390759
1797,2,§,§,1.0,1.0,1.0,110219,29666.267375678784,,80552.732624321216
1801,2,§,§,1.0,1.0,1.0,374966,32124.661015991609,,342841.33898400841
1808,2,§,§,1.0,1.0,1.0,10279,32401.232076130535,,22122.232076130535
1810,2,ª§,§,0.5,0.5,0.5,696151,36401.738316263349,,659749.26168373669
1813,2,ª§,§,0.5,0.5,0.5,527421,14413.698306721697,,513007.30169327831
1815,2,§,§,1.0,1.0,1.0,86584,31389.246749872658,,55194.753250127338
1817,2,§,§,1.0,1.0,1.0,152584,27659.019132470741,,124924.98086752926
1829,2,§,§,1.0,1.0,1.0,13495,25181.433860293837,,11686.433860293837
1835,2,§,§,1.0,1.0,1.0,449800,38003.069945177005,,411796.93005482299
1844,2,ª§,§,0.5,0.5,0.5,264683,27541.354784166415,,237141.64521583359
1847,2,§,§,1.0,1.0,1.0,2793496,32132.256066523016,,2761363.743933477
1854,2,ª§,§,0.5,0.5,0.5,1386643,37437.131388786947,,1349205.8686112131
1856,2,ª§,§,0.5,0.5,0.5,1644873,26765.870808558644,,1618107.1291914415
1871,2,§,§,1.0,1.0,1.0,254164,25208.27041070913,,228955.72958929086
1873,2,§§,§,0.5,0.5,1.0,1284,38090.22413227379,,36806.22413227379
1880,2,§,§,1.0,1.0,1.0,604159,38113.19968903454,,566045.80031096551
1885,2,ª§,§,0.5,0.5,0.5,1305643,31312.939612659371,,1274330.0603873406
1886,2,§,§,1.0,1.0,1.0,85253,25853.304179965173,,59399.695820034831
1887,2,§,§,1.0,1.0,1.0,1471159,32077.902947240549,,1439081.0970527595
1898,2,ª§,§,0.5,0.5,0.5,260023,25274.508741378289,,234748.49125862171
1902,2,§,§,1.0,1.0,1.0,91979,29086.852364724637,,62892.147635275367
1908,2,ª§,§,0.5,0.5,0.5,1636815,28770.253907356117,,1608044.7460926438
1920,2,§,§,1.0,1.0,1.0,62972,27967.146071080988,,35004.853928919008
1922,2,§,§,1.0,1.0,1.0,2835043,32691.805471769669,,2802351.1945282305
1946,2,§,§,1.0,1.0,1.0,1563258,29065.795971150295,,1534192.2040288497
1950,2,§,§,1.0,1.0,1.0,578784,25150.041186250965,,553633.95881374902
1955,2,§,§,1.0,1.0,1.0,93444,36367.7373936695,,57076.2626063305
1960,2,ª§,§,0.5,0.5,0.5,596720,25886.640195628297,,570833.35980437172
1962,2,§,§,1.0,1.0,1.0,1499,31097.370741110153,,29598.370741110153
1968,2,§,§,1.0,1.0,1.0,1978,28704.642704814796,,26726.642704814796
1972,2,§,§,1.0,1.0,1.0,2269953,34912.497906652847,,2235040.5020933473
1974,2,§,§,1.0,1.0,1.0,3988,29894.514813475223,,25906.514813475223
1977,2,§,§,1.0,1.0,1.0,35,25451.470698686284,,25416.470698686284
1979,2,ª§,§,0.5,0.5,0.5,696587,31495.435409013528,,665091.56459098647
1982,2,§,§,1.0,1.0,1.0,1281504,33353.197462673641,,1248150.8025373265
1988,2,§,§,1.0,1.0,1.0,1024846,27526.808433904709,,997319.19156609534
1992,2,§,§,1.0,1.0,1.0,240033,25073.854941206904,,214959.1450587931
1998,2,ª§,§,0.5,0.5,0.5,1807150,28111.376473571971,,1779038.6235264281
1999,2,§§,§,0.5,0.5,1.0,83830,27788.385842755808,,56041.614157244192
2002,2,§,§,1.0,1.0,1.0,1465035,24903.53600859769,,1440131.4639914024
2012,2,§,§,1.0,1.0,1.0,8924,27927.910517559805,,19003.910517559805
2014,2,ª§,§,0.5,0.5,0.5,949379,32181.930658856567,,917197.06934114348
2024,2,ª§,§,0.5,0.5,0.5,769025,32396.765110477761,,736628.23488952219
2029,2,§,§,1.0,1.0,1.0,346270,9826.0188006748776,,336443.98119932512
2047,2,§,§,1.0,1.0,1.0,123,26415.788242619703,,26292.788242619703
2061,2,§,§,1.0,1.0,1.0,89262,24828.212631411454,,64433.787368588542
2073,2,ª§,§,0.5,0.5,0.5,1535432,30269.830597435142,,1505162.1694025649
2074,2,§,§,1.0,1.0,1.0,338,28854.579217693088,,28516.579217693088
2078,2,©§,©§,1.0,1.0,1.0,507983,566361.99632428773,,58378.996324287727
2080,2,©§,§,0.5,0.5,0.5,3012518,37469.859921299721,,2975048.1400787001
2084,2,§,§,1.0,1.0,1.0,1277,25064.423840855427,,23787.423840855427
2095,2,§,§,1.0,1.0,1.0,307,29803.232158799492,,29496.232158799492
2096,2,§,§,1.0,1.0,1.0,761133,31211.879803797769,,729921.12019620219
2097,2,§,§,1.0,1.0,1.0,1814167,28853.222203093563,,1785313.7777969064
2128,2,§§,§,0.5,0.5,1.0,247855,25995.600307748598,,221859.39969225141
2139,2,¥©ª§,§,0.25,0.25,0.25,3712579,32102.643529671946,,3680476.3564703278
2160,2,§,§,1.0,1.0,1.0,12,36102.234011622895,,36090.234011622895
2167,2,§,§,1.0,1.0,1.0,2413088,26077.187410452676,,2387010.8125895471
2171,2,§,§,1.0,1.0,1.0,14966,37747.558300916651,,22781.558300916651
2174,2,§,§,1.0,1.0,1.0,354945,35380.377802282259,,319564.62219771772
2187,2,§,§,1.0,1.0,1.0,857,32670.253420301513,,31813.253420301513
2188,2,§,§,1.0,1.0,1.0,87900,26759.950114570969,,61140.049885429034
2193,2,§,§,1.0,1.0,1.0,350391,34591.586621147311,,315799.41337885271
2202,2,§,§,1.0,1.0,1.0,666,38118.35271774765,,37452.35271774765
2214,2,§,§,1.0,1.0,1.0,244570,29483.578151853872,,215086.42184814613
2220,2,§,§,1.0,1.0,1.0,8459,29137.657298840419,,20678.657298840419
2225,2,©§,©§,1.0,1.0,1.0,2617,43734.455862762385,,41117.455862762385
2227,2,§,,0.0,0.0,0.0,11985,0,,11985.0
2237,2,§,,0.0,0.0,0.0,1,0,,1.0
2240,2,§,§,1.0,1.0,1.0,1643,26727.771641428153,,25084.771641428153
2241,2,ª§,§,0.5,0.5,0.5,1218234,26012.763973473971,,1192221.236026526
2242,2,§,§,1.0,1.0,1.0,341665,25262.486015149105,,316402.5139848509
2250,2,§,©§,0.5,0.5,0.5,1194858,612210.41194803105,,582647.58805196895
2258,2,§,§,1.0,1.0,1.0,519259,32320.216188926031,,486938.78381107398
2259,2,©§,©§,1.0,1.0,1.0,1638,52365.172985226629,,50727.172985226629
2273,2,§,§,1.0,1.0,1.0,284800,32394.513493825991,,252405.486506174
2293,2,§§,§,0.5,0.5,1.0,1125,26233.715568857828,,25108.715568857828
2296,2,§,§,1.0,1.0,1.0,1111,25870.244195177485,,24759.244195177485
2313,2,§,§,1.0,1.0,1.0,25,35583.156282327727,,35558.156282327727
2318,2,ªªª§,§,0.25,0.25,0.5,1147926,33887.027058918189,,1114038.9729410817
2342,2,ªª§,§,0.33333333333333337,0.33333333333333337,0.5,1182527,26973.572622195705,,1155553.4273778042
2366,2,ª§,§,0.5,0.5,0.5,1906236,29531.66905677061,,1876704.3309432294
2367,2,§,§,1.0,1.0,1.0,1463607,15812.639821683513,,1447794.3601783165
2374,2,§,§,1.0,1.0,1.0,18,25457.862872133926,,25439.862872133926
2380,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,1726326,30729.105992920136,,1695596.8940070798
2386,2,§,§,1.0,1.0,1.0,418945,36343.289974748463,,382601.71002525155
2388,2,§,§,1.0,1.0,1.0,1148969,35037.872153049342,,1113931.1278469507
2390,2,§,§,1.0,1.0,1.0,420568,18757.964452343105,,401810.03554765688
2403,2,§,§,1.0,1.0,1.0,354665,27702.779075425078,,326962.22092457494
2415,2,§,§,1.0,1.0,1.0,686227,30525.581003729716,,655701.41899627028
2419,2,ª§,§,0.5,0.5,0.5,797110,26779.948701664613,,770330.05129833543
2431,2,§,§,1.0,1.0,1.0,155218,26015.202972988038,,129202.79702701195
2440,2,§,§,1.0,1.0,1.0,259376,29963.465662191313,,229412.5343378087
2454,2,ª§,§,0.5,0.5,0.5,922881,36311.117546214111,,886569.88245378586
2455,2,ª§,§,0.5,0.5,0.5,3370145,24960.563867124205,,3345184.4361328757
2462,2,§§,§,0.5,0.5,1.0,158155,26070.293534502758,,132084.70646549723
2474,2,§,§,1.0,1.0,1.0,88254,35641.831296659904,,52612.168703340096
2484,2,§,§,1.0,1.0,1.0,598701,27070.630900256045,,571630.3690997439
2487,2,§,§,1.0,1.0,1.0,614383,35782.90943583841,,578600.09056416154
2489,2,§,§,1.0,1.0,1.0,13446,35461.834945904426,,22015.834945904426
2491,2,§,§,1.0,1.0,1.0,439940,27862.362783407327,,412077.63721659267
2493,2,§,§,1.0,1.0,1.0,539686,25987.597246146062,,513698.40275385394
2497,2,§,§,1.0,1.0,1.0,1090,31107.6495977983,,30017.6495977983
2504,2,ª§,§,0.5,0.5,0.5,2772519,36375.516804758969,,2736143.4831952411
2511,2,§,§,1.0,1.0,1.0,281327,36257.562315248513,,245069.43768475149
2521,2,§,§,1.0,1.0,1.0,164215,37065.735533414067,,127149.26446658594
2532,2,§,§,1.0,1.0,1.0,1380725,25839.72798936148,,1354885.2720106386
2533,2,§,§,1.0,1.0,1.0,3617,29135.795559434391,,25518.795559434391
2534,2,§,§,1.0,1.0,1.0,500521,26373.043793886834,,474147.95620611316
2536,2,§,§,1.0,1.0,1.0,465038,36912.652801831762,,428125.34719816822
2539,2,§,§,1.0,1.0,1.0,1475493,29052.488765623122,,1446440.5112343768
2549,2,§,§,1.0,1.0,1.0,391,28450.225134685905,,28059.225134685905
2572,2,£©ª§,§,0.25,0.25,0.25,3629890,27779.324974672578,,3602110.6750253276
2573,2,§,§,1.0,1.0,1.0,487,29375.364548878522,,28888.364548878522
2575,2,ª§,§,0.5,0.5,0.5,859802,37384.416358397444,,822417.58364160254
2576,2,ª§,§,0.5,0.5,0.5,2510667,24805.039113723604,,2485861.9608862763
2582,2,§,§,1.0,1.0,1.0,77557,27080.661927997287,,50476.338072002713
2584,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,263933,35077.603364464339,,228855.39663553567
2586,2,§,§,1.0,1.0,1.0,369,31448.52018044248,,31079.52018044248
2592,2,§,§,1.0,1.0,1.0,67833,28041.748628708236,,39791.251371291764
2600,2,§,§,1.0,1.0,1.0,190702,24876.70096933451,,165825.29903066548
2603,2,§,§,1.0,1.0,1.0,516384,32022.446686913929,,484361.55331308604
2607,2,§,§,1.0,1.0,1.0,2572738,35715.90797335103,,2537022.092026649
2609,2,ª§,§,0.5,0.5,0.5,961333,36566.024729628356,,924766.97527037165
2617,2,§,§,1.0,1.0,1.0,588910,18670.134780250795,,570239.86521974916
2618,2,§,§,1.0,1.0,1.0,64,25168.971388799102,,25104.971388799102
2623,2,ª©ª§,§,0.25,0.25,0.33333333333333326,3118921,24829.395863517719,,3094091.6041364823
2628,2,ª§,§,0.5,0.5,0.5,946798,35785.54790743169,,911012.45209256827
2634,2,§,§,1.0,1.0,1.0,23611,32349.559740700581,,8738.5597407005807
2641,2,ª§,§,0.5,0.5,0.5,3116580,29953.609928095444,,3086626.3900719048
2648,2,§,§,1.0,1.0,1.0,105271,25185.477703354329,,80085.522296645679
2656,2,§,§,1.0,1.0,1.0,21,25921.381582758633,,25900.381582758633
2684,2,¢©§,©§,0.6666666666666667,0.6666666666666667,0.6666666666666666,231557,44029.070079157784,,187527.92992084223
2688,2,ª§,§,0.5,0.5,0.5,3116706,29967.917516322934,,3086738.0824836772
2689,2,§,§,1.0,1.0,1.0,65697,29033.20948693635,,36663.79051306365
2691,2,ª§,§,0.5,0.5,0.5,339022,35996.265980690856,,303025.73401930917
2713,2,ª§,§,0.5,0.5,0.5,1549774,24950.886448977937,,1524823.113551022
2714,2,§,§,1.0,1.0,1.0,1212993,36291.067579948547,,1176701.9324200514
2719,2,ª§,§,0.5,0.5,0.5,930957,25063.548883780681,,905893.45111621928
2723,2,§©§,§,0.33333333333333337,0.33333333333333337,0.5,174990,27313.566736613022,,147676.43326338698
2729,2,ª§,§,0.5,0.5,0.5,3674,24913.651660857387,,21239.651660857387
2739,2,ª§,§,0.5,0.5,0.5,1812157,25177.157299807586,,1786979.8427001925
2761,2,§,§,1.0,1.0,1.0,76636,27051.200506357749,,49584.799493642247
2764,2,ª§§,§,0.33333333333333337,0.33333333333333337,0.5,1897967,27295.952747557294,,1870671.0472524427
2772,2,§,§,1.0,1.0,1.0,12727,35893.196339515926,,23166.196339515926
2779,2,§,§,1.0,1.0,1.0,2235663,27690.09748687363,,2207972.9025131264
2789,2,§,§,1.0,1.0,1.0,18,31177.570606172401,,31159.570606172401
2791,2,§,§,1.0,1.0,1.0,530,15606.003370287726,,15076.003370287726
2792,2,§§,§,0.5,0.5,1.0,11639,34270.300569917184,,22631.300569917184
2801,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,866157,30124.950399534588,,836032.04960046546
2803,2,§,§,1.0,1.0,1.0,106248,35378.277300842012,,70869.722699157981
2840,2,§,§,1.0,1.0,1.0,12352,25188.058751167231,,12836.058751167231
2844,2,§,§,1.0,1.0,1.0,81707,25167.919626926869,,56539.080373073128
2846,2,ª§,§,0.5,0.5,0.5,329972,28229.666438852022,,301742.33356114797
2847,2,§,§,1.0,1.0,1.0,99006,27815.003276114388,,71190.996723885619
2854,2,§,§,1.0,1.0,1.0,4077,28883.702141258804,,24806.702141258804
2875,2,ª§,§,0.5,0.5,0.5,3294741,36537.185902660312,,3258203.8140973398
2876,2,§,§,1.0,1.0,1.0,7339,27677.875288565228,,20338.875288565228
2880,2,§,§,1.0,1.0,1.0,348621,27957.56234436587,,320663.43765563413
2883,2,§,§,1.0,1.0,1.0,75884,27939.274381466726,,47944.725618533274
2886,2,§,§,1.0,1.0,1.0,4285,28211.698840201319,,23926.698840201319
2898,2,§©§,§,0.33333333333333337,0.33333333333333337,0.5,662998,33828.001457295271,,629169.99854270474
2899,2,§,§,1.0,1.0,1.0,276473,33637.158056656299,,242835.84194334369
2903,2,§,§,1.0,1.0,1.0,6162,27971.032754321495,,21809.032754321495
2906,2,§,§,1.0,1.0,1.0,9498,28757.895705357339,,19259.895705357339
2907,2,§,§,1.0,1.0,1.0,567311,25795.248738000268,,541515.75126199971
2908,2,§,§,1.0,1.0,1.0,88192,24850.651729171277,,63341.348270828719
2930,2,§,§,1.0,1.0,1.0,83510,30952.040219879244,,52557.959780120756
2939,2,§,§,1.0,1.0,1.0,39,28927.82173841658,,28888.82173841658
2946,2,ª§,§,0.5,0.5,0.5,615235,29402.13309744863,,585832.86690255138
2961,2,§,§,1.0,1.0,1.0,1847427,30651.254458245035,,1816775.7455417549
2973,2,§,§,1.0,1.0,1.0,63524,27021.122534655173,,36502.877465344827
2977,2,§,§,1.0,1.0,1.0,2386,27767.308293051854,,25381.308293051854
2985,2,©¥§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,2324072,28106.462206893073,,2295965.5377931069
2986,2,§,§,1.0,1.0,1.0,2207,27764.023048353232,,25557.023048353232
2989,2,§,§,1.0,1.0,1.0,427,26800.989983717802,,26373.989983717802
2996,2,§,§,1.0,1.0,1.0,92832,34650.548754381387,,58181.451245618613
3002,2,§,§,1.0,1.0,1.0,2613,27977.624399848355,,25364.624399848355
3007,2,§,,0.0,0.0,0.0,0,0,,0.0
3017,2,§,§,1.0,1.0,1.0,16760,25996.401218369698,,9236.4012183696977
3025,2,§,§,1.0,1.0,1.0,617493,36746.308199285741,,580746.69180071424
3027,2,§,§,1.0,1.0,1.0,3056607,29927.760160011429,,3026679.2398399888
3060,2,§,§,1.0,1.0,1.0,326918,29985.223230347146,,296932.77676965285
3069,2,§,§,1.0,1.0,1.0,17867,26184.572902068852,,8317.5729020688523
3071,2,£¥§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,3300637,28908.995805364393,,3271728.0041946354
3075,2,§,§,1.0,1.0,1.0,12,36208.513339890684,,36196.513339890684
3083,2,ª§,§,0.5,0.5,0.5,1642017,36185.658675299157,,1605831.3413247007
3086,2,§,§,1.0,1.0,1.0,87,25121.274894584454,,25034.274894584454
3092,2,§,§,1.0,1.0,1.0,8322,25994.572724310205,,17672.572724310205
3093,2,§,§,1.0,1.0,1.0,63707,30337.635992847852,,33369.364007152151
3095,2,§,§,1.0,1.0,1.0,355,29393.87918459496,,29038.87918459496
3096,2,§,§,1.0,1.0,1.0,2073582,34993.936916449631,,2038588.0630835504
3106,2,§§,§,0.5,0.5,1.0,1468100,28826.41738687269,,1439273.5826131273
3107,2,§,§,1.0,1.0,1.0,101552,25841.822446193262,,75710.177553806745
3109,2,§,§,1.0,1.0,1.0,9496,29271.315681132888,,19775.315681132888
3111,2,§,§,1.0,1.0,1.0,422936,26950.403637964202,,395985.59636203578
3115,2,ª§,§,0.5,0.5,0.5,3570313,32213.76761162133,,3538099.2323883786
3122,2,ª§,§,0.5,0.5,0.5,498082,37216.494113043067,,460865.50588695693
3133,2,§,§,1.0,1.0,1.0,250346,32729.883482770547,,217616.11651722944
3134,2,§,§,1.0,1.0,1.0,256137,30254.147860782745,,225882.85213921726
3140,2,§,§,1.0,1.0,1.0,115,26116.293004891948,,26001.293004891948
3141,2,§§,§,0.5,0.5,1.0,1023148,37514.892254335129,,985633.10774566489
3143,2,ª§,§,0.5,0.5,0.5,173162,37358.608902572654,,135803.39109742735
3158,2,§,§,1.0,1.0,1.0,94025,28022.387747807239,,66002.612252192761
3159,2,©§,§,0.5,0.5,0.5,22351,12395.726928103608,,9955.2730718963921
3160,2,§,§,1.0,1.0,1.0,100117,26805.091250558675,,73311.908749441325
3161,2,§,§,1.0,1.0,1.0,241821,29465.93696206007,,212355.06303793992
3171,2,§,§,1.0,1.0,1.0,419,24891.543505410809,,24472.543505410809
3180,2,§,§,1.0,1.0,1.0,5295,33138.356966443986,,27843.356966443986
3182,2,ª§,§,0.5,0.5,0.5,84385,22899.712036082874,,61485.28796391713
3188,2,§,§,1.0,1.0,1.0,1383795,26742.481196118308,,1357052.5188038817
3189,2,§,§,1.0,1.0,1.0,429409,28832.286701688445,,400576.71329831157
3190,2,§,§,1.0,1.0,1.0,14,25007.797948791576,,24993.797948791576
3199,2,§,§,1.0,1.0,1.0,1095620,34411.629560346832,,1061208.3704396533
3214,2,£§,§,0.5,0.5,0.5,2594475,36607.122022555566,,2557867.8779774443
3215,2,§,§,1.0,1.0,1.0,2246817,35500.880094259082,,2211316.119905741
3221,2,§,§,1.0,1.0,1.0,14023,33075.057826639051,,19052.057826639051
3236,2,§,§,1.0,1.0,1.0,11280,24936.492725079876,,13656.492725079876
3237,2,§,§,1.0,1.0,1.0,12000,28848.752215136559,,16848.752215136559
3240,2,§,§,1.0,1.0,1.0,155119,30254.634451763868,,124864.36554823614
3243,2,§,§,1.0,1.0,1.0,24731,31147.673972723664,,6416.6739727236636
3245,2,§,§,1.0,1.0,1.0,368134,35427.93073704595,,332706.06926295406
3249,2,¥¥©§§,§,0.19999999999999996,0.19999999999999996,0.33333333333333326,2694305,35475.668032367714,,2658829.3319676323
3260,2,§,§,1.0,1.0,1.0,1702,31578.899362644788,,29876.899362644788
3263,2,§,§,1.0,1.0,1.0,617370,31504.07617680871,,585865.92382319132
3268,2,§,§,1.0,1.0,1.0,27,25199.354613228967,,25172.354613228967
3272,2,§,§,1.0,1.0,1.0,257338,25829.848076831764,,231508.15192316825
3281,2,§,§,1.0,1.0,1.0,417,31156.689506243434,,30739.689506243434
3285,2,§,§,1.0,1.0,1.0,686208,37422.642462305623,,648785.35753769439
3288,2,ª§§,§,0.33333333333333337,0.33333333333333337,0.5,1550362,24921.130352675918,,1525440.8696473241
3290,2,§,§,1.0,1.0,1.0,2029,33763.913496086156,,31734.913496086156
3299,2,§,§,1.0,1.0,1.0,6406,24961.497759131449,,18555.497759131449
3300,2,§,§,1.0,1.0,1.0,26831,31511.637981993583,,4680.6379819935828
3309,2,§§,§,0.5,0.5,1.0,1292949,37156.011760781017,,1255792.9882392189
3313,2,§,§,1.0,1.0,1.0,579403,37690.917297331645,,541712.08270266838
3318,2,ª§,§,0.5,0.5,0.5,3871352,28951.87625778764,,3842400.1237422125
3320,2,§,§,1.0,1.0,1.0,78826,27857.149308609605,,50968.850691390398
3327,2,§,§,1.0,1.0,1.0,34,28911.047949936947,,28877.047949936947
3328,2,§,§,1.0,1.0,1.0,14,25969.783785011117,,25955.783785011117
3335,2,ª§,§,0.5,0.5,0.5,602233,31903.537149266609,,570329.46285073343
3339,2,§,§,1.0,1.0,1.0,66063,27046.703317662668,,39016.296682337328
3341,2,§,§,1.0,1.0,1.0,16742,32475.205994477823,,15733.205994477823
3352,2,§,§,1.0,1.0,1.0,671691,32558.397940728333,,639132.60205927165
3353,2,§,§,1.0,1.0,1.0,591970,29198.399569266297,,562771.60043073376
3364,2,ª§,©§,0.5,0.5,0.33333333333333326,2693,600773.89789201529,,598080.89789201529
3371,2,ª§,§,0.5,0.5,0.5,516579,31456.375149137719,,485122.62485086231
3375,2,§,§,1.0,1.0,1.0,2174,26791.735688163812,,24617.735688163812
3381,2,§,§,1.0,1.0,1.0,14649,37684.374008672479,,23035.374008672479
3383,2,§,§,1.0,1.0,1.0,5343,38020.683934232737,,32677.683934232737
3387,2,§,§,1.0,1.0,1.0,333,30181.537001643443,,29848.537001643443
3393,2,§,§,1.0,1.0,1.0,1818,27793.810878849672,,25975.810878849672
3394,2,§,§,1.0,1.0,1.0,3428,28774.929412000798,,25346.929412000798
3395,2,§,§,1.0,1.0,1.0,1040000,32134.009002976742,,1007865.9909970233
3399,2,§,§,1.0,1.0,1.0,78763,26105.702850868049,,52657.297149131948
3401,2,§§,§,0.5,0.5,1.0,23302,32494.044016746931,,9192.0440167469314
3406,2,ª§,§,0.5,0.5,0.5,85192,32325.595890456436,,52866.404109543568
3407,2,§,§,1.0,1.0,1.0,5406,25755.263653029902,,20349.263653029902
3408,2,ª§,§,0.5,0.5,0.5,1811579,35407.97446221154,,1776171.0255377884
3413,2,ª§,§,0.5,0.5,0.5,489132,26373.149574534906,,462758.85042546509
3422,2,§,§,1.0,1.0,1.0,174512,26959.340591573979,,147552.65940842603
3426,2,§,§,1.0,1.0,1.0,965205,18666.391656461241,,946538.60834353871
3427,2,§,§,1.0,1.0,1.0,3502,27277.410911102783,,23775.410911102783
3428,2,§,§,1.0,1.0,1.0,1820327,35308.495318462519,,1785018.5046815374
3430,2,§,§,1.0,1.0,1.0,196536,26764.420102527973,,169771.57989747202
3432,2,ª§,§,0.5,0.5,0.5,254973,35473.579620144395,,219499.42037985561
3434,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,152570,26956.626562374931,,125613.37343762506
3466,2,§,§,1.0,1.0,1.0,9460,29466.562579035795,,20006.562579035795
3473,2,§,§,1.0,1.0,1.0,474,29576.885750364079,,29102.885750364079
3477,2,§,§,1.0,1.0,1.0,1985,28711.563781502791,,26726.563781502791
3486,2,ª§,§,0.5,0.5,0.5,1916575,35182.135800886863,,1881392.8641991131
3495,2,§,§,1.0,1.0,1.0,89678,26759.928958441356,,62918.071041558644
3497,2,§,§,1.0,1.0,1.0,270413,36387.820605281595,,234025.17939471841
3511,2,§,§,1.0,1.0,1.0,178414,25035.412742546243,,153378.58725745376
3521,2,§,§,1.0,1.0,1.0,24,28761.727987121692,,28737.727987121692
3525,2,ª§,§,0.5,0.5,0.5,1301581,36051.855222403625,,1265529.1447775965
3547,2,§,§,1.0,1.0,1.0,11998,26749.870729962036,,14751.870729962036
3558,2,§,§,1.0,1.0,1.0,329134,28016.192024134583,,301117.80797586543
3604,2,ª§,§,0.5,0.5,0.5,85420,24952.940104702608,,60467.059895297396
3632,2,§,§,1.0,1.0,1.0,512520,27975.811017310014,,484544.18898268999
3633,2,§,§,1.0,1.0,1.0,3777,30662.098485824299,,26885.098485824299
3635,2,§,§,1.0,1.0,1.0,89664,25745.28702676481,,63918.71297323519
3637,2,ª§,§,0.5,0.5,0.5,174941,37350.902026784715,,137590.09797321528
3638,2,§,§,1.0,1.0,1.0,71971,28202.849533414228,,43768.150466585772
3640,2,§,§,1.0,1.0,1.0,71893,26049.101137238045,,45843.898862761955
3646,2,©§,§,0.5,0.5,0.5,254823,25108.23062952534,,229714.76937047465
3647,2,§,§,1.0,1.0,1.0,342265,27908.863956298788,,314356.1360437012
3654,2,§,§,1.0,1.0,1.0,234047,30288.958760910384,,203758.04123908962
3657,2,§,§,1.0,1.0,1.0,1727662,30864.961590388226,,1696797.0384096117
3659,2,§,§,1.0,1.0,1.0,434536,33887.821924930831,,400648.17807506915
3664,2,§,§,1.0,1.0,1.0,200,37280.276821524894,,37080.276821524894
3665,2,ª§,§,0.5,0.5,0.5,1463666,29450.441608269968,,1434215.5583917301
